city,time_period,total_points,outliers_iqr_count,outliers_iqr_pct,outliers_zscore_count,outliers_zscore_pct,mean_temp,std_temp,min_temp,max_temp
"Philadelphia, PA",am,19910,18,0.09040683073832245,0,0.0,74.02526368658965,1.3297370118279341,70.5,77.2
"Philadelphia, PA",pm,8558,315,3.6807665342369713,76,0.8880579574666978,87.47196774947417,1.598562287244358,81.2,91.7
"Pierce County, WA",af,40752,487,1.19503337259521,89,0.2183941892422458,82.62569199057715,1.9263643160007344,74.6,88.8
"Pierce County, WA",am,42489,656,1.543929016922027,169,0.3977500058838759,58.028049612840974,1.1598154758178871,52.0,62.1
"Pierce County, WA",pm,40450,78,0.19283065512978986,58,0.1433868974042027,80.30842768850432,1.9431567158297187,73.1,85.6
"Raleigh and Durham, NC",af,28654,431,1.5041529978362533,20,0.06979828296223912,84.16687722482028,1.44504527427396,80.11,88.75
"Raleigh and Durham, NC",am,35202,408,1.1590250553945798,34,0.09658542128288165,67.82275183228226,1.256832936572323,64.38,71.87
"Raleigh and Durham, NC",pm,35419,222,0.6267822355233067,31,0.08752364550100229,81.07071374121234,1.6894500372950938,75.91,86.29
Rhode Island,af,15153,99,0.6533359730746386,0,0.0,88.12036032468816,2.21166489335897,82.04,94.64
Rhode Island,am,14999,21,0.14000933395559703,0,0.0,71.69862257483832,2.0759821457849097,65.48,76.46000000000001
Rhode Island,pm,15603,10,0.06409023905659168,8,0.051272191245273345,82.17973851182465,2.126123198386125,77.36,88.88
"Richmond, IN",af,10615,159,1.4978803579839848,18,0.16957136128120584,88.63254922279793,1.069598205869897,85.29,91.78
"Richmond, VA",af,28204,528,1.87207488299532,0,0.0,91.10652318820026,1.6063304672402308,86.45,95.49
"Richmond, VA",pm,27411,342,1.2476742913428915,64,0.23348290832147675,88.47810842362554,1.5169527322827312,83.7,92.95
"Roanoke, VA",af,10335,23,0.22254475084663763,21,0.20319303338171263,81.3473962264151,2.6247884948533193,75.92,90.86000000000001
"Roanoke, VA",am,10381,243,2.340814950390136,8,0.07706386667951065,67.65035160389174,1.162889817125626,64.22,71.24000000000001
"Roanoke, VA",pm,10386,108,1.0398613518197575,81,0.779896013864818,83.98242634315424,1.5399776063101978,78.62,89.24000000000001
"Sacramento, CA",af,20739,884,4.262500602729158,131,0.6316601571917644,100.61693042094605,1.617027508661687,95.0,106.88000000000001
"Sacramento, CA",am,20969,738,3.519481138823978,76,0.362439792074014,67.10129619915112,2.263291390607828,60.44,75.02
